City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
112,Lima,-12.0432,-77.0282,73.99,83,40,5.75,PE,2021-02-02 14:02:03
113,Kaitangata,-46.2817,169.8464,56.08,88,87,3.2,NZ,2021-02-02 14:05:46
114,Okhotsk,59.3833,143.3,-18.09,88,100,12.44,RU,2021-02-02 14:05:46
115,Richards Bay,-28.783,32.0377,72.91,70,100,9.48,ZA,2021-02-02 14:05:46
116,Bhikangaon,21.8667,75.95,75.09,18,0,5.14,IN,2021-02-02 14:05:46
117,Farkhor,37.4922,69.4036,51.8,71,75,2.24,TJ,2021-02-02 14:05:46
118,Yellowknife,62.456,-114.3525,-11.2,77,90,13.8,CA,2021-02-02 14:05:47
119,Malamig,12.95,121.3667,74.1,85,89,8.37,PH,2021-02-02 14:05:47
120,Dawei,14.0833,98.2,75.34,72,11,3.2,MM,2021-02-02 14:05:47
121,Nikolskoye,59.7035,30.7861,27.0,86,75,6.71,RU,2021-02-02 14:05:47
122,Kutum,14.2,24.6667,88.14,13,0,9.24,SD,2021-02-02 14:05:47
123,Valparaiso,-33.0393,-71.6273,63.0,100,90,3.44,CL,2021-02-02 14:05:48
124,Avarua,-21.2078,-159.775,78.8,83,20,9.22,CK,2021-02-02 14:05:48
125,Tchollire,8.4022,14.1698,102.06,9,0,5.08,CM,2021-02-02 14:05:48
126,Cidreira,-30.1811,-50.2056,81.48,76,19,3.09,BR,2021-02-02 14:05:48
127,Atambua,-9.1061,124.8925,75.78,88,100,0.72,ID,2021-02-02 14:05:48
128,Lebu,-37.6167,-73.65,62.44,66,0,14.25,CL,2021-02-02 14:05:49
129,Jamestown,42.097,-79.2353,21.0,93,90,14.97,US,2021-02-02 14:05:28
130,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.07,63,46,12.21,BR,2021-02-02 14:05:49
131,Labytnangi,66.6572,66.4183,0.46,92,100,6.38,RU,2021-02-02 14:05:49
132,Qui Nhon,13.7667,109.2333,71.67,87,100,12.55,VN,2021-02-02 14:01:48
133,Tasiilaq,65.6145,-37.6368,17.6,93,90,1.14,GL,2021-02-02 14:05:49
134,Mount Isa,-20.7333,139.5,80.6,78,90,3.44,AU,2021-02-02 14:01:01
135,Kaeo,-35.1,173.7833,58.95,89,38,4.25,NZ,2021-02-02 14:05:50
136,Povenets,62.8487,34.8262,6.12,94,7,3.51,RU,2021-02-02 14:05:50
137,Punta De Bombon,-17.1717,-71.7931,71.78,70,95,5.28,PE,2021-02-02 14:05:50
138,Sioux Lookout,50.1001,-91.917,17.6,86,90,4.07,CA,2021-02-02 14:04:28
139,Copperas Cove,31.1241,-97.9031,41.0,60,1,5.84,US,2021-02-02 14:05:50
140,Kalofer,42.6167,24.9833,53.01,82,100,1.95,BG,2021-02-02 14:05:51
141,Ilulissat,69.2167,-51.1,-0.4,92,90,18.41,GL,2021-02-02 14:05:51
142,Sibu,2.3,111.8167,77.0,94,40,3.44,MY,2021-02-02 14:05:51
143,General Salgado,-20.6483,-50.3606,84.07,58,2,5.14,BR,2021-02-02 14:05:51
144,Rundu,-17.9333,19.7667,81.07,62,51,8.88,NA,2021-02-02 14:05:51
145,Esperance,-33.8667,121.9,73.4,53,100,11.5,AU,2021-02-02 14:05:51
146,Bethel,41.3712,-73.414,32.0,86,90,12.66,US,2021-02-02 14:05:52
147,Jos,9.9167,8.9,88.21,12,0,7.29,NG,2021-02-02 14:05:52
148,Sinnamary,5.3833,-52.95,78.94,86,56,13.53,GF,2021-02-02 14:05:52
149,Sile,41.1754,29.6133,63.0,63,75,5.75,TR,2021-02-02 14:05:52
150,Hambantota,6.1241,81.1185,80.6,89,20,11.5,LK,2021-02-02 14:05:52
151,Cabo San Lucas,22.8909,-109.9124,62.6,42,20,11.5,MX,2021-02-02 14:05:53
152,Ekhabi,53.5102,142.9671,-24.95,84,100,15.28,RU,2021-02-02 14:05:53
153,Blagoveshchenka,52.8333,79.8667,2.95,93,100,7.56,RU,2021-02-02 14:05:53
154,Tamorong,17.3333,120.4333,73.24,76,70,6.15,PH,2021-02-02 14:05:53
155,Amiens,49.9,2.3,54.0,82,75,13.8,FR,2021-02-02 14:03:25
156,Victoria,22.2855,114.1577,66.0,82,0,3.0,HK,2021-02-02 14:01:35
157,Brae,60.3964,-1.353,39.2,65,40,17.27,GB,2021-02-02 14:05:54
158,Saint George,37.1041,-113.5841,48.2,57,40,5.75,US,2021-02-02 14:05:54
159,Batemans Bay,-35.7167,150.1833,55.99,87,63,9.53,AU,2021-02-02 14:05:54
160,Dingle,10.9995,122.6711,75.31,90,86,8.01,PH,2021-02-02 14:05:54
161,Hithadhoo,-0.6,73.0833,83.48,67,100,3.29,MV,2021-02-02 14:05:54
162,Asau,46.4333,26.4,43.0,53,45,2.75,RO,2021-02-02 14:05:54
163,Middlebury,44.0153,-73.1673,24.01,93,90,12.66,US,2021-02-02 14:05:55
164,Aras,42.5617,-2.356,64.4,52,20,9.22,ES,2021-02-02 14:05:55
165,Sao Joao Da Barra,-21.6403,-41.0511,84.2,54,0,6.91,BR,2021-02-02 14:02:26
166,Xiamen,24.4798,118.0819,59.0,63,75,15.66,CN,2021-02-02 14:05:55
167,Grindavik,63.8424,-22.4338,35.6,69,75,23.02,IS,2021-02-02 14:02:25
168,Whitehorse,60.7161,-135.0538,-11.0,77,90,12.66,CA,2021-02-02 14:05:55
169,Douglas,41.3,-96.167,23.0,93,90,5.75,US,2021-02-02 14:05:56
170,Chokurdakh,70.6333,147.9167,4.55,93,97,13.94,RU,2021-02-02 14:05:56
171,Chirongui,-12.9319,45.1483,86.0,70,0,13.8,YT,2021-02-02 14:05:56
172,Komsomolskiy,40.4272,71.7189,48.2,53,82,4.61,UZ,2021-02-02 14:05:57
173,Lorengau,-2.0226,147.2712,82.29,79,100,16.78,PG,2021-02-02 14:05:57
174,Manga,11.6636,-1.0731,95.94,8,0,5.46,BF,2021-02-02 14:05:57
175,Aklavik,68.2191,-135.0107,-23.8,76,100,2.3,CA,2021-02-02 14:05:57
176,Sampit,-2.5333,112.95,76.55,93,100,1.95,ID,2021-02-02 14:05:57
177,Castro,-24.7911,-50.0119,78.82,62,0,5.5,BR,2021-02-02 14:05:57
178,Guerrero Negro,27.9769,-114.0611,58.6,62,94,3.4,MX,2021-02-02 14:05:58
179,Saldanha,-33.0117,17.9442,89.6,23,5,11.5,ZA,2021-02-02 14:05:58
180,Fairbanks,64.8378,-147.7164,-16.6,63,1,6.91,US,2021-02-02 14:05:04
181,Marmaris,36.855,28.2742,68.0,49,75,9.22,TR,2021-02-02 14:05:58
182,Sardarpur,22.678,74.9484,72.41,20,0,4.12,IN,2021-02-02 14:05:58
183,Mount Gambier,-37.8333,140.7667,57.2,72,90,11.5,AU,2021-02-02 14:05:58
184,Nanyamba,-10.6833,39.8333,86.31,64,97,1.45,TZ,2021-02-02 14:05:59
185,Pangnirtung,66.1451,-65.7125,-23.8,62,1,2.01,CA,2021-02-02 14:05:59
186,Salinopolis,-0.6136,-47.3561,83.25,74,48,12.21,BR,2021-02-02 14:02:44
187,Norman Wells,65.282,-126.8329,-16.6,69,75,13.8,CA,2021-02-02 14:05:59
188,Sikasso,10.9167,-7.0,99.41,8,0,5.03,ML,2021-02-02 14:05:59
189,Coahuayana,18.7333,-103.6833,69.8,64,1,3.51,MX,2021-02-02 14:05:59
190,Puerto Ayora,-0.7393,-90.3518,78.8,83,75,12.66,EC,2021-02-02 14:05:59
191,Arraial Do Cabo,-22.9661,-42.0278,86.0,54,0,13.8,BR,2021-02-02 14:06:00
192,Camp Diable,-20.4628,57.5789,84.2,70,75,11.5,MU,2021-02-02 14:06:00
193,Kontagora,10.3999,5.4695,100.81,8,0,4.72,NG,2021-02-02 14:06:00
194,Te Anau,-45.4167,167.7167,52.83,91,26,1.16,NZ,2021-02-02 14:06:00
195,Olinda,-8.0089,-34.8553,82.4,61,40,10.36,BR,2021-02-02 14:06:00
196,Boa Vista,2.8197,-60.6733,82.4,57,90,16.11,BR,2021-02-02 14:04:08
197,Qaanaaq,77.484,-69.3632,-3.17,82,100,4.63,GL,2021-02-02 14:06:01
198,Panzhihua,26.5851,101.7128,48.0,52,1,0.92,CN,2021-02-02 14:06:01
199,Maxixe,-23.8597,35.3472,82.4,83,75,8.05,MZ,2021-02-02 14:06:01
200,Nakama,33.8167,130.7,41.0,56,40,11.5,JP,2021-02-02 14:05:08
201,Giyon,8.5333,37.9833,80.73,16,52,8.08,ET,2021-02-02 14:06:02
202,Tashara,55.5195,83.5094,9.95,95,100,9.44,RU,2021-02-02 14:06:02
203,Touros,-5.1989,-35.4608,86.0,58,40,16.11,BR,2021-02-02 14:06:02
204,Nanortalik,60.1432,-45.2371,19.47,89,0,12.17,GL,2021-02-02 14:06:02
205,Padilla,3.2204,-76.3139,75.2,83,40,3.44,CO,2021-02-02 14:06:02
206,Henderson,36.0397,-114.9819,46.99,53,75,5.75,US,2021-02-02 14:01:10
207,Provideniya,64.3833,-173.3,4.5,91,100,17.27,RU,2021-02-02 14:06:03
208,Launceston,-41.45,147.1667,53.6,71,3,9.22,AU,2021-02-02 14:06:03
209,Kendal,54.3268,-2.7476,37.99,96,100,4.0,GB,2021-02-02 14:06:03
210,Arlit,18.7369,7.3853,88.23,9,0,4.21,NE,2021-02-02 14:06:04
211,Ville-Marie,47.3335,-79.433,1.4,85,90,9.22,CA,2021-02-02 14:06:04
212,Souillac,-20.5167,57.5167,84.2,70,75,11.5,MU,2021-02-02 14:06:04
213,Chapais,49.7834,-74.8492,21.2,93,90,4.61,CA,2021-02-02 14:06:04
214,Santa Maria,-29.6842,-53.8069,82.4,74,20,6.91,BR,2021-02-02 14:05:25
215,Guacimo,10.2104,-83.6807,70.0,68,20,17.27,CR,2021-02-02 14:06:04
216,Monroe,43.1501,-77.6831,26.01,86,90,11.5,US,2021-02-02 14:06:04
217,Show Low,34.2542,-110.0298,41.0,81,90,5.73,US,2021-02-02 14:06:05
218,Orje,59.4802,11.6602,25.0,88,28,1.99,NO,2021-02-02 14:06:05
219,Ponta Do Sol,32.6667,-17.1,63.0,64,55,5.99,PT,2021-02-02 14:06:05
220,Isabela,6.7085,121.9711,78.67,84,84,2.55,PH,2021-02-02 14:06:05
221,Mayor Pablo Lagerenza,-19.9309,-60.7718,87.48,60,56,10.45,PY,2021-02-02 14:06:05
222,New Norfolk,-42.7826,147.0587,57.0,68,77,1.41,AU,2021-02-02 14:06:06
223,Cervo,43.6702,-7.4101,57.0,91,100,1.01,ES,2021-02-02 14:06:06
224,Chiang Rai,19.9167,99.9167,69.8,73,0,3.44,TH,2021-02-02 14:06:06
225,Cheyenne,41.14,-104.8203,37.99,35,1,13.8,US,2021-02-02 14:06:06
226,Talnakh,69.4865,88.3972,-13.49,84,100,7.2,RU,2021-02-02 14:06:06
227,Lagoa,39.05,-27.9833,55.11,69,69,31.41,PT,2021-02-02 14:06:06
228,Fortuna,40.5982,-124.1573,46.99,100,90,2.84,US,2021-02-02 14:06:06
229,Poya,-21.35,165.15,70.86,89,100,15.48,NC,2021-02-02 14:06:07
230,Erzin,36.9559,36.2,66.99,52,100,7.81,TR,2021-02-02 14:06:07
231,Phan Thiet,10.9333,108.1,72.45,81,40,8.88,VN,2021-02-02 14:04:20
232,Tiksi,71.6872,128.8694,-0.92,93,100,17.67,RU,2021-02-02 14:06:07
233,Rajapur,25.3833,81.15,63.36,37,0,5.93,IN,2021-02-02 14:06:07
234,Saint-Pierre,-21.3393,55.4781,86.0,70,90,12.66,RE,2021-02-02 14:06:07
235,Ayan,56.45,138.1667,-27.51,70,100,13.71,RU,2021-02-02 14:06:07
236,Vila Franca Do Campo,37.7167,-25.4333,59.0,63,40,27.63,PT,2021-02-02 14:06:08
237,Bosaso,11.2842,49.1816,77.0,73,20,11.5,SO,2021-02-02 14:06:08
238,Mongo,12.1844,18.693,97.12,9,0,9.42,TD,2021-02-02 14:06:08
239,Anori,-3.7728,-61.6442,73.9,98,100,4.03,BR,2021-02-02 14:06:08
240,Jalingo,8.8833,11.3667,102.52,9,0,6.11,NG,2021-02-02 14:06:08
241,Thompson,55.7435,-97.8558,14.0,92,90,7.83,CA,2021-02-02 14:06:09
242,Tuatapere,-46.1333,167.6833,55.81,92,21,4.32,NZ,2021-02-02 14:06:09
243,Buraydah,26.326,43.975,77.0,36,40,11.5,SA,2021-02-02 14:06:09
244,Khandyga,62.6667,135.6,-47.56,77,100,2.44,RU,2021-02-02 14:06:09
245,Flinders,-34.5833,150.8552,64.99,82,63,3.0,AU,2021-02-02 14:06:09
246,Kruisfontein,-34.0033,24.7314,84.99,45,0,7.0,ZA,2021-02-02 14:06:09
247,Ponta Delgada,37.7333,-25.6667,59.0,63,40,27.63,PT,2021-02-02 14:06:10
248,Bonavista,48.6499,-53.1147,27.0,86,65,6.08,CA,2021-02-02 14:06:10
249,Georgetown,5.4112,100.3354,82.4,78,20,4.61,MY,2021-02-02 14:01:27
250,Salalah,17.0151,54.0924,77.0,57,0,5.75,OM,2021-02-02 14:03:14
251,Umm Kaddadah,13.6017,26.6876,95.38,11,0,3.13,SD,2021-02-02 14:06:10
252,Suntar,62.1444,117.6319,-37.07,80,90,7.67,RU,2021-02-02 14:06:11
253,La Ronge,55.1001,-105.2842,17.6,86,100,3.44,CA,2021-02-02 14:06:11
254,Yulara,-25.2406,130.9889,86.0,23,0,10.36,AU,2021-02-02 14:06:11
255,Kemijarvi,66.7131,27.4306,5.99,94,1,3.4,FI,2021-02-02 14:06:11
256,Severo-Kurilsk,50.6789,156.125,28.18,91,15,16.58,RU,2021-02-02 14:06:12
257,La Palma,33.8464,-118.0467,55.99,100,1,2.98,US,2021-02-02 14:05:29
258,Griffith,41.5284,-87.4237,30.2,74,90,8.05,US,2021-02-02 14:06:12
259,Husavik,66.0449,-17.3389,15.8,67,0,9.22,IS,2021-02-02 14:06:12
260,Port Lincoln,-34.7333,135.8667,60.94,78,0,15.93,AU,2021-02-02 14:06:12
261,Seoul,37.5683,126.9778,24.8,79,75,9.22,KR,2021-02-02 14:05:12
262,Meulaboh,4.1363,96.1285,80.24,77,94,1.68,ID,2021-02-02 14:06:12
263,Terra Santa,-2.1042,-56.4869,82.11,78,89,5.06,BR,2021-02-02 14:06:13
264,Ostrovnoy,68.0531,39.5131,23.18,97,100,9.22,RU,2021-02-02 14:06:13
265,Trincomalee,8.5711,81.2335,79.47,79,90,18.52,LK,2021-02-02 14:06:13
266,Vahan,40.5755,45.3977,32.56,85,23,5.97,AM,2021-02-02 14:06:13
267,Palmer,42.1584,-72.3287,33.01,74,90,19.57,US,2021-02-02 14:04:58
268,Charlestown,-32.95,151.6667,71.01,82,23,9.22,AU,2021-02-02 14:06:13
269,Danville,36.586,-79.395,37.0,55,90,9.22,US,2021-02-02 14:03:06
270,Vila Velha,-20.3297,-40.2925,87.8,55,20,10.36,BR,2021-02-02 14:06:14
271,Marawi,7.9986,124.2928,73.99,93,87,3.0,PH,2021-02-02 14:06:14
272,Saint-Gaudens,43.0833,0.6667,66.2,48,0,4.61,FR,2021-02-02 14:06:14
273,Teya,60.3778,92.6267,-4.34,86,100,4.97,RU,2021-02-02 14:06:14
274,Manokwari,-0.8667,134.0833,78.12,82,100,7.25,ID,2021-02-02 14:06:15
275,Labuan,5.2767,115.2417,80.6,78,20,10.36,MY,2021-02-02 14:06:15
276,Boshnyakovo,49.6333,142.1667,-14.48,90,100,8.5,RU,2021-02-02 14:06:15
277,Slyudyanka,51.6594,103.7061,6.78,88,100,1.88,RU,2021-02-02 14:06:15
278,Rio Grande,-32.035,-52.0986,84.2,70,0,9.22,BR,2021-02-02 14:06:15
279,Ino,33.55,133.4333,37.27,76,12,6.64,JP,2021-02-02 14:06:16
280,Abu Samrah,35.3029,37.1841,61.07,48,60,10.33,SY,2021-02-02 14:06:16
281,Nishihara,26.1842,127.7558,62.6,55,20,10.36,JP,2021-02-02 14:06:16
282,San Carlos De Bariloche,-41.1456,-71.3082,64.4,52,75,3.44,AR,2021-02-02 14:06:16
283,La Asuncion,11.0333,-63.8628,78.58,70,28,13.65,VE,2021-02-02 14:04:59
284,Torbay,47.6666,-52.7314,28.99,80,90,5.75,CA,2021-02-02 14:06:16
285,Kifri,34.6959,44.9661,61.81,41,0,6.69,IQ,2021-02-02 14:06:17
286,Port Keats,-14.25,129.55,82.51,81,85,8.55,AU,2021-02-02 14:06:17
287,Ketchikan,55.3422,-131.6461,35.6,87,90,3.44,US,2021-02-02 14:06:03
288,Gamba,-2.65,10.0,84.38,70,92,9.46,GA,2021-02-02 14:06:17
289,Maracas,-13.4411,-40.4308,76.15,66,100,3.76,BR,2021-02-02 14:06:17
290,Sao Joao Do Piaui,-8.3581,-42.2467,92.23,42,73,4.92,BR,2021-02-02 14:06:17
291,Luwingu,-10.2621,29.9271,67.78,86,100,0.76,ZM,2021-02-02 14:06:18
292,Pochutla,15.7432,-96.4661,72.0,68,1,2.17,MX,2021-02-02 14:06:18
293,Opelousas,30.5335,-92.0815,35.01,93,1,3.58,US,2021-02-02 14:06:18
294,Mae Ramat,16.984,98.5166,71.11,39,5,1.72,TH,2021-02-02 14:06:18
